,Baseline,Baseline,Baseline,JS_Strategy,JS_Strategy,JS_Strategy,JB_Strategy,JB_Strategy,JB_Strategy,JE_Strategy,JE_Strategy,JE_Strategy
,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds
Dates,,,,,,,,,,,,
1983-12-08,-0.0022586385360584263,0.0,0.0,-0.0016902667606424106,0.0,0.0,-0.00209108963574792,0.0,0.0,-0.0018917147797746457,0.0,0.0
1983-12-09,-0.00035143385010836387,0.0,0.0,-0.0002629977953176075,0.0,0.0,-0.0003253640057408362,0.0,0.0,-0.00029434218789309725,0.0,0.0
1983-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-12,0.0016944004196110306,0.0,0.0,0.0012680155158802235,0.0,0.0,0.0015687074756276537,0.0,0.0,0.001419139125390196,0.0,0.0
1983-12-13,-0.0021988583782240113,0.0,0.0,-0.001645529892781384,0.0,0.0,-0.0020357440519038275,0.0,0.0,-0.001841646118363257,0.0,0.0
1983-12-14,-0.005120133349170844,0.0,0.0,-0.0038316849163757953,0.0,0.0,-0.004740314844172782,0.0,0.0,-0.004288349718829463,0.0,0.0
1983-12-15,-0.005364176685402055,0.0,0.0,-0.004014316325874258,0.0,0.0,-0.004966254711450964,0.0,0.0,-0.004492747358683666,0.0,0.0
1983-12-16,0.00235052030046045,0.0,0.0,0.0017590270734585292,0.0,0.0,0.0021761554850141763,0.0,0.0,0.0019686700291145446,0.0,0.0
1983-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-19,-0.00022750958929696144,0.0,0.0,-0.00017025827301571936,0.0,0.0,-0.0002106326163381441,0.0,0.0,-0.00019054985813028223,0.0,0.0
1983-12-20,-0.0010404923524873287,0.0,0.0,-0.0007786591834128097,0.0,0.0,-0.0009633072045951057,0.0,0.0,-0.0008714607184900407,0.0,0.0
